ID,Title,Author,Price ($),Stock
60372,Priglashenie na kazn [Miniatyurnoe izdanie],Vladimir Nabokov,7.00,3
60373,"Khobbit, ili Tuda i obratno [Miniatyurnoe izdanie]",Dzh. R. R. Tolkin,7.50,76
60374,Vlastelin kolets: Bratstvo Koltsa [Miniatyurnoe izdanie],Dzh. R. R. Tolkin,10.33,31
60375,Vlastelin kolets: Dve kreposti [Miniatyurnoe izdanie],Dzh. R. R. Tolkin,10.33,62
60376,Vlastelin kolets: Vozvrashchenie korolya [Miniatyurnoe izdanie],Dzh. R. R. Tolkin,10.83,26
60377,Silmarillion [Miniatyurnoe izdanie],Dzh. R. R. Tolkin,9.67,92
60378,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Miniatyurnoe izdanie]",K. S. Lyuis,6.50,14
60379,Dyuna [Miniatyurnoe izdanie],Frenk Gerbert,11.33,24
60380,Messiya Dyuny [Miniatyurnoe izdanie],Frenk Gerbert,8.67,32
60381,Deti Dyuny [Miniatyurnoe izdanie],Frenk Gerbert,9.17,87
60382,Osnovanie [Miniatyurnoe izdanie],Ayzek Azimov,8.00,7
60383,"Ya, Robot [Miniatyurnoe izdanie]",Ayzek Azimov,7.00,29
60384,Solyaris [Miniatyurnoe izdanie],Stanislav Lem,7.17,62
60385,Nepobedimyy [Miniatyurnoe izdanie],Stanislav Lem,6.83,63
60386,Piknik na obochine [Miniatyurnoe izdanie],Arkadiy i Boris Strugatskie,7.00,79
60387,Trudno byt bogom [Miniatyurnoe izdanie],Arkadiy i Boris Strugatskie,6.50,9
60388,Ponedelnik nachinaetsya v subbotu [Miniatyurnoe izdanie],Arkadiy i Boris Strugatskie,6.83,59
60389,Obitaemyy ostrov [Miniatyurnoe izdanie],Arkadiy i Boris Strugatskie,7.67,1
60390,Avtostopom po galaktike [Miniatyurnoe izdanie],Duglas Adams,6.33,99
60391,Neyromant [Miniatyurnoe izdanie],Uilyam Gibson,7.50,27
60392,Mechtayut li androidy ob elektroovtsakh? [Miniatyurnoe izdanie],Filip K. Dik,7.00,62
60393,Chelovek v vysokom zamke [Miniatyurnoe izdanie],Filip K. Dik,7.33,73
60394,Garri Potter i filosofskiy kamen [Miniatyurnoe izdanie],Dzh. K. Rouling,9.17,80
60395,Garri Potter i Taynaya komnata [Miniatyurnoe izdanie],Dzh. K. Rouling,9.33,83
60396,Garri Potter i uznik Azkabana [Miniatyurnoe izdanie],Dzh. K. Rouling,9.67,27
60397,Garri Potter i Kubok ognya [Miniatyurnoe izdanie],Dzh. K. Rouling,11.50,3
60398,Garri Potter i Orden Feniksa [Miniatyurnoe izdanie],Dzh. K. Rouling,12.50,53
60399,Garri Potter i Prints-polukrovka [Miniatyurnoe izdanie],Dzh. K. Rouling,11.83,12
60400,Garri Potter i Dary Smerti [Miniatyurnoe izdanie],Dzh. K. Rouling,13.00,68
60401,Igra prestolov [Miniatyurnoe izdanie],Dzhordzh R. R. Martin,12.00,74
60402,Bitva koroley [Miniatyurnoe izdanie],Dzhordzh R. R. Martin,12.33,17
60403,Burya mechey [Miniatyurnoe izdanie],Dzhordzh R. R. Martin,13.50,6
60404,Pir stervyatnikov [Miniatyurnoe izdanie],Dzhordzh R. R. Martin,13.00,1
60405,Tanets s drakonami [Miniatyurnoe izdanie],Dzhordzh R. R. Martin,14.17,36
60406,Vedmak: Poslednee zhelanie [Miniatyurnoe izdanie],Andzhey Sapkovskiy,8.00,47
60407,Vedmak: Mech Prednaznacheniya [Miniatyurnoe izdanie],Andzhey Sapkovskiy,8.17,66
60408,Vedmak: Krov elfov [Miniatyurnoe izdanie],Andzhey Sapkovskiy,8.50,16
60409,Kladbishche domashnikh zhivotnykh [Miniatyurnoe izdanie],Stiven King,8.67,5
60410,Siyanie [Miniatyurnoe izdanie],Stiven King,9.17,61
60411,Ono [Miniatyurnoe izdanie],Stiven King,14.83,18
60412,Temnaya bashnya: Strelok [Miniatyurnoe izdanie],Stiven King,8.00,12
60413,Zelenaya milya [Miniatyurnoe izdanie],Stiven King,8.50,50
60414,11/22/63 [Miniatyurnoe izdanie],Stiven King,13.17,23
60415,Kod da Vinchi [Miniatyurnoe izdanie],Den Braun,8.17,34
60416,Angely i demony [Miniatyurnoe izdanie],Den Braun,8.00,57
60417,Inferno [Miniatyurnoe izdanie],Den Braun,8.67,88
60418,Alkhimik [Miniatyurnoe izdanie],Paulo Koelo,6.33,38
60419,Ten vetra [Miniatyurnoe izdanie],Karlos Ruis Safon,9.00,16
60420,Tsvety dlya Eldzhernona [Miniatyurnoe izdanie],Deniel Kiz,7.50,38
60421,Mnozhestvennye umy Billi Milligana [Miniatyurnoe izdanie],Deniel Kiz,8.50,55
60422,Shantaram [Miniatyurnoe izdanie],Gregori Devid Roberts,13.00,71
60423,"Esh, molis, lyubi [Miniatyurnoe izdanie]",Elizabet Gilbert,7.33,34
60424,Begushchiy za vetrom [Miniatyurnoe izdanie],Khaled Khosseyni,8.17,61
60425,Tysyacha siyayushchikh solntsa [Miniatyurnoe izdanie],Khaled Khosseyni,8.50,31
60426,Oblachnyy atlas [Miniatyurnoe izdanie],Devid Mitchell,9.33,18
60427,Zadacha trekh tel [Miniatyurnoe izdanie],Lyu Tsysin,9.83,46
60428,Tyomnyy les [Miniatyurnoe izdanie],Lyu Tsysin,10.33,41
60429,Vechnaya zhizn Smerti [Miniatyurnoe izdanie],Lyu Tsysin,11.33,7
60430,Klara i Solntse [Miniatyurnoe izdanie],Kadzuo Isiguro,8.67,98
60431,Ne otpuskay menya [Miniatyurnoe izdanie],Kadzuo Isiguro,8.00,54
60432,Ostatok dnya [Miniatyurnoe izdanie],Kadzuo Isiguro,7.83,42
60433,Okhota na ovets [Miniatyurnoe izdanie],Kharuki Murakami,8.17,17
60434,Norvezhskiy les [Miniatyurnoe izdanie],Kharuki Murakami,8.00,73
60435,Kafka na plyazhe [Miniatyurnoe izdanie],Kharuki Murakami,9.17,84
60436,1Q84 [Miniatyurnoe izdanie],Kharuki Murakami,12.00,77
60437,S.N.U.F.F. [Miniatyurnoe izdanie],Viktor Pelevin,8.50,3
60438,Generation «P» [Miniatyurnoe izdanie],Viktor Pelevin,7.67,42
60439,Chapaev i Pustota [Miniatyurnoe izdanie],Viktor Pelevin,8.00,91
60440,Lavr [Miniatyurnoe izdanie],Evgeniy Vodolazkin,8.83,28
60441,Aviator [Miniatyurnoe izdanie],Evgeniy Vodolazkin,8.50,49
60442,Zuleykha otkryvaet glaza [Miniatyurnoe izdanie],Guzel Yakhina,8.67,56
60443,Deti moi [Miniatyurnoe izdanie],Guzel Yakhina,9.00,79
60444,Eshelon na Samarkand [Miniatyurnoe izdanie],Guzel Yakhina,9.17,81
60445,The Bible [Illyustrirovannoe podarochnoe],Holy Scripture,20.67,15
60446,Epic of Gilgamesh [Illyustrirovannoe podarochnoe],Unknown,7.75,16
60447,Iliad [Illyustrirovannoe podarochnoe],Homer,9.47,3
60448,Odyssey [Illyustrirovannoe podarochnoe],Homer,9.64,57
60449,Mahabharata [Illyustrirovannoe podarochnoe],Vyasa,25.83,20
60450,Ramayana [Illyustrirovannoe podarochnoe],Valmiki,14.64,95
60451,Tao Te Ching [Illyustrirovannoe podarochnoe],Laozi,6.54,93
60452,The Art of War [Illyustrirovannoe podarochnoe],Sun Tzu,6.03,4
60453,The Republic [Illyustrirovannoe podarochnoe],Plato,8.27,79
60454,Poetics [Illyustrirovannoe podarochnoe],Aristotle,7.23,44
60455,Nicomachean Ethics [Illyustrirovannoe podarochnoe],Aristotle,8.44,61
60456,Aeneid [Illyustrirovannoe podarochnoe],Virgil,8.78,70
60457,Metamorphoses [Illyustrirovannoe podarochnoe],Ovid,9.13,84
60458,Meditations [Illyustrirovannoe podarochnoe],Marcus Aurelius,6.72,77
60459,Commentaries on the Gallic War [Illyustrirovannoe podarochnoe],Julius Caesar,7.58,2
60460,Annals [Illyustrirovannoe podarochnoe],Tacitus,10.33,29
60461,Confessions [Illyustrirovannoe podarochnoe],Augustine of Hippo,8.09,40
60462,The City of God [Illyustrirovannoe podarochnoe],Augustine of Hippo,15.33,89
60463,Shahnameh [Illyustrirovannoe podarochnoe],Ferdowsi,18.94,89
60464,Primary Chronicle [Illyustrirovannoe podarochnoe],Nestor the Chronicler,8.96,41
60465,Slovo o polku Igoreve [Illyustrirovannoe podarochnoe],Unknown,5.17,1
60466,The Divine Comedy [Illyustrirovannoe podarochnoe],Dante Alighieri,12.92,68
60467,Dekameron [Illyustrirovannoe podarochnoe],Dzhovanni Bokkachcho,11.71,12
60468,Kenterberiyskie rasskazy [Illyustrirovannoe podarochnoe],Dzheffri Choser,10.68,72
60469,Pokhvala gluposti [Illyustrirovannoe podarochnoe],Erazm Rotterdamskiy,7.06,77
60470,Gosudar [Illyustrirovannoe podarochnoe],Nikkolo Makiavelli,6.54,96
60471,Utopiya [Illyustrirovannoe podarochnoe],Tomas Mor,6.20,53
60472,Gargantyua i Pantagryuel [Illyustrirovannoe podarochnoe],Fransua Rable,13.61,69
60473,Opyty [Illyustrirovannoe podarochnoe],Mishel de Monten,14.64,95
60474,Don Kikhot [Illyustrirovannoe podarochnoe],Migel de Servantes,15.33,33
60475,Hamlet [Illyustrirovannoe podarochnoe],William Shakespeare,6.03,35
60476,Romeo i Dzhuletta [Illyustrirovannoe podarochnoe],William Shakespeare,5.51,41
60477,Makbet [Illyustrirovannoe podarochnoe],William Shakespeare,5.68,55
60478,Korol Lir [Illyustrirovannoe podarochnoe],William Shakespeare,5.86,41
60479,Otello [Illyustrirovannoe podarochnoe],William Shakespeare,5.68,90
60480,Sonety [Illyustrirovannoe podarochnoe],William Shakespeare,4.99,57
60481,Poteryannyy ray [Illyustrirovannoe podarochnoe],Dzhon Milton,9.99,95
60482,Zhizn est son [Illyustrirovannoe podarochnoe],Pedro Kalderon,6.37,89
60483,Tartyuf [Illyustrirovannoe podarochnoe],Moler,5.34,92
60484,Meshchanin vo dvoryanstve [Illyustrirovannoe podarochnoe],Moler,5.17,68
60485,Mysli [Illyustrirovannoe podarochnoe],Blez Paskal,7.92,99
60486,Priklyucheniya Robinzona Kruzo [Illyustrirovannoe podarochnoe],Daniel Defo,7.75,10
60487,Puteshestviya Gullivera [Illyustrirovannoe podarochnoe],Dzhonatan Svift,8.27,93
60488,"Zadig, ili Sudba [Illyustrirovannoe podarochnoe]",Volter,6.03,57
60489,"Kandid, ili Optimizm [Illyustrirovannoe podarochnoe]",Volter,5.86,33
60490,Obshchestvennyy dogovor [Illyustrirovannoe podarochnoe],Zhan-Zhak Russo,7.23,37
60491,Confessions [Illyustrirovannoe podarochnoe],Zhan-Zhak Russo,9.47,23
60492,Issledovanie o prirode i prichinakh bogatstva narodov [Illyustrirovannoe podarochnoe],Adam Smit,16.88,4
60493,Kritika chistogo razuma [Illyustrirovannoe podarochnoe],Immanuil Kant,15.84,40
60494,Stradaniya molodogo Vertera [Illyustrirovannoe podarochnoe],Iogann Volfgang fon Gyote,6.54,33
60495,Faust [Illyustrirovannoe podarochnoe],Iogann Volfgang fon Gyote,11.19,7
60496,Razboyniki [Illyustrirovannoe podarochnoe],Fridrikh Shiller,6.20,81
60497,Puteshestvie iz Peterburga v Moskvu [Illyustrirovannoe podarochnoe],Aleksandr Radishchev,6.72,46
60498,Eugene Onegin [Illyustrirovannoe podarochnoe],Alexander Pushkin,6.89,10
60499,Kapitanskaya dochka [Illyustrirovannoe podarochnoe],Alexander Pushkin,6.03,47
60500,Pikovaya dama [Illyustrirovannoe podarochnoe],Alexander Pushkin,4.82,88
60501,Mednyy vsadnik [Illyustrirovannoe podarochnoe],Alexander Pushkin,4.31,85
60502,Boris Godunov [Illyustrirovannoe podarochnoe],Alexander Pushkin,5.51,41
60503,Geroy nashego vremeni [Illyustrirovannoe podarochnoe],Mikhail Lermontov,6.54,53
60504,Mtsyri [Illyustrirovannoe podarochnoe],Mikhail Lermontov,4.65,61
60505,Demon [Illyustrirovannoe podarochnoe],Mikhail Lermontov,4.48,35
60506,Revizor [Illyustrirovannoe podarochnoe],Nikolai Gogol,6.03,1
60507,Dead Souls [Illyustrirovannoe podarochnoe],Nikolai Gogol,8.27,72
60508,Shinel [Illyustrirovannoe podarochnoe],Nikolai Gogol,4.99,100
60509,Taras Bulba [Illyustrirovannoe podarochnoe],Nikolai Gogol,5.86,22
60510,Fathers and Sons [Illyustrirovannoe podarochnoe],Ivan Turgenev,7.23,6
60511,Zapiski okhotnika [Illyustrirovannoe podarochnoe],Ivan Turgenev,7.75,14
60512,Dvoryanskoe gnezdo [Illyustrirovannoe podarochnoe],Ivan Turgenev,6.72,93
60513,Oblomov [Illyustrirovannoe podarochnoe],Ivan Goncharov,8.96,50
60514,Crime and Punishment [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,9.99,82
60515,Idiot [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,10.68,63
60516,Bratya Karamazovy [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,12.92,40
60517,Besy [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,11.71,76
60518,Zapiski iz podpolya [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,6.54,94
60519,Igrok [Illyustrirovannoe podarochnoe],Fyodor Dostoevsky,6.20,76
60520,War and Peace [Illyustrirovannoe podarochnoe],Leo Tolstoy,20.67,86
60521,Anna Karenina [Illyustrirovannoe podarochnoe],Leo Tolstoy,13.43,31
60522,Voskresenie [Illyustrirovannoe podarochnoe],Leo Tolstoy,9.47,4
60523,Smert Ivana Ilicha [Illyustrirovannoe podarochnoe],Leo Tolstoy,5.34,3
60524,Kreytserova sonata [Illyustrirovannoe podarochnoe],Leo Tolstoy,5.51,9
60525,Groza [Illyustrirovannoe podarochnoe],Aleksandr Ostrovskiy,5.51,28
60526,Bespridannitsa [Illyustrirovannoe podarochnoe],Aleksandr Ostrovskiy,5.68,32
60527,Levsha [Illyustrirovannoe podarochnoe],Nikolay Leskov,4.99,80
60528,Ocharovannyy strannik [Illyustrirovannoe podarochnoe],Nikolay Leskov,5.86,10
60529,Komu na Rusi zhit khorosho [Illyustrirovannoe podarochnoe],Nikolay Nekrasov,6.54,38
60530,Palata № 6 [Illyustrirovannoe podarochnoe],Anton Chekhov,5.34,4
60531,Vishnevyy sad [Illyustrirovannoe podarochnoe],Anton Chekhov,5.68,44
60532,Chayka [Illyustrirovannoe podarochnoe],Anton Chekhov,5.51,94
60533,Dyadya Vanya [Illyustrirovannoe podarochnoe],Anton Chekhov,5.34,80
60534,Tri sestry [Illyustrirovannoe podarochnoe],Anton Chekhov,5.51,68
60535,Dama s sobachkoy [Illyustrirovannoe podarochnoe],Anton Chekhov,4.99,6
60536,Pride and Prejudice [Illyustrirovannoe podarochnoe],Jane Austen,7.75,49
60537,Razum i chuvstva [Illyustrirovannoe podarochnoe],Jane Austen,7.58,80
60538,Frankenshteyn [Illyustrirovannoe podarochnoe],Meri Shelli,7.23,61
60539,"Frankenshteyn, ili Sovremennyy Prometey [Illyustrirovannoe podarochnoe]",Meri Shelli,7.41,2
60540,Ayvengo [Illyustrirovannoe podarochnoe],Valter Skott,8.44,73
60541,Krasnoe i chernoe [Illyustrirovannoe podarochnoe],Stendal,9.64,9
60542,Parmskaya obitel [Illyustrirovannoe podarochnoe],Stendal,9.99,32
60543,Otets Gorio [Illyustrirovannoe podarochnoe],Onore de Balzak,8.27,100
60544,Evgeniya Grande [Illyustrirovannoe podarochnoe],Onore de Balzak,7.75,100
60545,The Count of Monte Cristo [Illyustrirovannoe podarochnoe],Alexandre Dumas,15.33,34
60546,Tri mushketera [Illyustrirovannoe podarochnoe],Alexandre Dumas,11.19,55
60547,Dvadtsat let spustya [Illyustrirovannoe podarochnoe],Alexandre Dumas,11.54,45
60548,Sobor Parizhskoy Bogomateri [Illyustrirovannoe podarochnoe],Victor Hugo,9.99,39
60549,Les Miserables [Illyustrirovannoe podarochnoe],Victor Hugo,16.36,66
60550,"Chelovek, kotoryy smeetsya [Illyustrirovannoe podarochnoe]",Victor Hugo,10.16,32
60551,Dzheyn Eyr [Illyustrirovannoe podarochnoe],Sharlotta Bronte,8.27,0
60552,Grozovoy pereval [Illyustrirovannoe podarochnoe],Emili Bronte,8.09,6
60553,Yarmarka tshcheslaviya [Illyustrirovannoe podarochnoe],Uilyam Tekkerey,11.88,1
60554,Oliver Twist [Illyustrirovannoe podarochnoe],Charles Dickens,8.44,5
60555,David Kopperfild [Illyustrirovannoe podarochnoe],Charles Dickens,11.71,37
60556,Povest o dvukh gorodakh [Illyustrirovannoe podarochnoe],Charles Dickens,8.78,4
60557,Bolshie nadezhdy [Illyustrirovannoe podarochnoe],Charles Dickens,8.96,2
60558,Rozhdestvenskaya pesnya [Illyustrirovannoe podarochnoe],Charles Dickens,5.51,37
60559,Moby-Dick [Illyustrirovannoe podarochnoe],Herman Melville,10.51,91
60560,Madam Bovari [Illyustrirovannoe podarochnoe],Gyustav Flober,8.44,52
60561,Prestuplenie abbata Mure [Illyustrirovannoe podarochnoe],Emil Zolya,7.92,32
60562,Zherminal [Illyustrirovannoe podarochnoe],Emil Zolya,9.13,45
60563,Zapadnya [Illyustrirovannoe podarochnoe],Emil Zolya,8.78,32
60564,The Picture of Dorian Gray [Illyustrirovannoe podarochnoe],Oscar Wilde,7.23,79
60565,Kak vazhno byt sereznym [Illyustrirovannoe podarochnoe],Oscar Wilde,5.34,59
60566,The Adventures of Tom Sawyer [Illyustrirovannoe podarochnoe],Mark Twain,6.72,49
60567,Priklyucheniya Geklberri Finna [Illyustrirovannoe podarochnoe],Mark Twain,7.06,67
60568,Yanki iz Konnektikuta pri dvore korolya Artura [Illyustrirovannoe podarochnoe],Mark Twain,7.41,27
60569,Drakula [Illyustrirovannoe podarochnoe],Brem Stoker,8.27,37
60570,Mashina vremeni [Illyustrirovannoe podarochnoe],Gerbert Uells,6.20,93
60571,Chelovek-nevidimka [Illyustrirovannoe podarochnoe],Gerbert Uells,6.37,68
60572,Voyna mirov [Illyustrirovannoe podarochnoe],Gerbert Uells,6.72,56
60573,Etyud v bagrovykh tonakh [Illyustrirovannoe podarochnoe],Arthur Conan Doyle,6.03,44
60574,Sobaka Baskerviley [Illyustrirovannoe podarochnoe],Arthur Conan Doyle,6.54,21
60575,The Adventures of Sherlock Holmes [Illyustrirovannoe podarochnoe],Arthur Conan Doyle,8.44,46
60576,Martin Iden [Illyustrirovannoe podarochnoe],Dzhek London,8.27,52
60577,Zov predkov [Illyustrirovannoe podarochnoe],Dzhek London,5.86,2
60578,Belyy Klyk [Illyustrirovannoe podarochnoe],Dzhek London,6.20,36
60579,Uliss [Illyustrirovannoe podarochnoe],Dzheyms Dzhoys,14.64,70
60580,Dublintsy [Illyustrirovannoe podarochnoe],Dzheyms Dzhoys,7.06,74
60581,Portret khudozhnika v yunosti [Illyustrirovannoe podarochnoe],Dzheyms Dzhoys,7.92,77
60582,Protsess [Illyustrirovannoe podarochnoe],Franz Kafka,7.41,18
60583,Zamok [Illyustrirovannoe podarochnoe],Franz Kafka,7.75,36
60584,The Metamorphosis [Illyustrirovannoe podarochnoe],Franz Kafka,5.51,50
60585,V poiskakh utrachennogo vremeni [Illyustrirovannoe podarochnoe],Marsel Prust,24.11,54
60586,Volshebnaya gora [Illyustrirovannoe podarochnoe],Tomas Mann,13.43,17
60587,Buddenbroki [Illyustrirovannoe podarochnoe],Tomas Mann,12.40,40
60588,Smert v Venetsii [Illyustrirovannoe podarochnoe],Tomas Mann,5.68,56
60589,Stepnoy volk [Illyustrirovannoe podarochnoe],German Gesse,7.58,54
60590,Igra v biser [Illyustrirovannoe podarochnoe],German Gesse,10.16,7
60591,Siddkhartkha [Illyustrirovannoe podarochnoe],German Gesse,6.03,10
60592,The Great Gatsby [Illyustrirovannoe podarochnoe],Frensis Skott Fitsdzherald,7.06,24
60593,Noch nezhna [Illyustrirovannoe podarochnoe],Frensis Skott Fitsdzherald,7.92,67
60594,"Proshchay, oruzhie! [Illyustrirovannoe podarochnoe]",Ernest Hemingway,7.58,5
60595,Po komu zvonit kolokol [Illyustrirovannoe podarochnoe],Ernest Hemingway,9.30,89
60596,Starik i more [Illyustrirovannoe podarochnoe],Ernest Hemingway,6.03,60
60597,A Moveable Feast [Illyustrirovannoe podarochnoe],Ernest Hemingway,7.06,77
60598,The Sound and the Fury [Illyustrirovannoe podarochnoe],William Faulkner,8.44,42
60599,As I Lay Dying [Illyustrirovannoe podarochnoe],William Faulkner,7.41,94
60600,On the Road [Illyustrirovannoe podarochnoe],John Steinbeck,7.23,10
60601,The Grapes of Wrath [Illyustrirovannoe podarochnoe],John Steinbeck,9.99,11
60602,Of Mice and Men [Illyustrirovannoe podarochnoe],John Steinbeck,5.68,64
60603,All Quiet on the Western Front [Illyustrirovannoe podarochnoe],Erich Maria Remarque,7.75,14
60604,Three Comrades [Illyustrirovannoe podarochnoe],Erich Maria Remarque,8.44,21
60605,Arch of Triumph [Illyustrirovannoe podarochnoe],Erich Maria Remarque,8.96,85
60606,The Black Obelisk [Illyustrirovannoe podarochnoe],Erich Maria Remarque,8.78,13
60607,Heaven Has No Favorites [Illyustrirovannoe podarochnoe],Erich Maria Remarque,7.92,49
60608,The Master and Margarita [Illyustrirovannoe podarochnoe],Mikhail Bulgakov,9.47,45
60609,Heart of a Dog [Illyustrirovannoe podarochnoe],Mikhail Bulgakov,6.03,22
60610,The White Guard [Illyustrirovannoe podarochnoe],Mikhail Bulgakov,7.41,87
60611,The Fatal Eggs [Illyustrirovannoe podarochnoe],Mikhail Bulgakov,5.34,84
60612,And Quiet Flows the Don [Illyustrirovannoe podarochnoe],Mikhail Sholokhov,16.88,47
60613,Fate of a Man [Illyustrirovannoe podarochnoe],Mikhail Sholokhov,5.17,7
60614,Doctor Zhivago [Illyustrirovannoe podarochnoe],Boris Pasternak,10.68,71
60615,We [Illyustrirovannoe podarochnoe],Yevgeny Zamyatin,6.72,86
60616,The Twelve Chairs [Illyustrirovannoe podarochnoe],"Ilya Ilf, Yevgeny Petrov",8.27,15
60617,Zolotoy telenok [Illyustrirovannoe podarochnoe],"Ilya Ilf, Yevgeny Petrov",8.44,47
60618,Kotlovan [Illyustrirovannoe podarochnoe],Andrey Platonov,6.54,72
60619,Chevengur [Illyustrirovannoe podarochnoe],Andrey Platonov,8.96,42
60620,Odin den Ivana Denisovicha [Illyustrirovannoe podarochnoe],Aleksandr Solzhenitsyn,6.03,77
60621,Arkhipelag GULAG [Illyustrirovannoe podarochnoe],Aleksandr Solzhenitsyn,18.94,2
60622,Rakovyy korpus [Illyustrirovannoe podarochnoe],Aleksandr Solzhenitsyn,9.99,39
60623,Moskva — Petushki [Illyustrirovannoe podarochnoe],Venedikt Erofeev,6.20,30
60624,Zapovednik [Illyustrirovannoe podarochnoe],Sergey Dovlatov,6.37,13
60625,Chemodan [Illyustrirovannoe podarochnoe],Sergey Dovlatov,6.03,43
60626,Solo na undervude [Illyustrirovannoe podarochnoe],Sergey Dovlatov,5.51,2
60627,1984 [Illyustrirovannoe podarochnoe],George Orwell,7.23,56
60628,Skotnyy dvor [Illyustrirovannoe podarochnoe],George Orwell,5.34,9
60629,Brave New World [Illyustrirovannoe podarochnoe],Aldous Huxley,7.41,99
60630,451 gradus po Farengeytu [Illyustrirovannoe podarochnoe],Ray Bradbury,7.06,63
60631,Marsianskie khroniki [Illyustrirovannoe podarochnoe],Ray Bradbury,7.58,32
60632,Vino iz oduvanchikov [Illyustrirovannoe podarochnoe],Ray Bradbury,7.23,9
60633,The Catcher in the Rye [Illyustrirovannoe podarochnoe],Dzh. D. Selindzher,6.72,80
60634,Povelitel mukh [Illyustrirovannoe podarochnoe],Uilyam Golding,6.89,55
60635,To Kill a Mockingbird [Illyustrirovannoe podarochnoe],Harper Lee,7.92,87
60636,Zavodnoy apelsin [Illyustrirovannoe podarochnoe],Entoni Byordzhess,7.06,35
60637,Proletaya nad gnezdom kukushki [Illyustrirovannoe podarochnoe],Ken Kizi,8.09,61
60638,Boynya nomer pyat [Illyustrirovannoe podarochnoe],Kurt Vonnegut,7.06,61
60639,Kolybel dlya koshki [Illyustrirovannoe podarochnoe],Kurt Vonnegut,6.89,98
60640,One Hundred Years of Solitude [Illyustrirovannoe podarochnoe],Gabriel Garcia Marquez,9.13,92
60641,Lyubov vo vremya chumy [Illyustrirovannoe podarochnoe],Gabriel Garcia Marquez,8.78,84
60642,Khronika obyavlennoy smerti [Illyustrirovannoe podarochnoe],Gabriel Garcia Marquez,5.86,49
60643,Igra v klassiki [Illyustrirovannoe podarochnoe],Khulio Kortasar,9.64,24
60644,Vymysly [Illyustrirovannoe podarochnoe],Khorkhe Luis Borkhes,7.23,98
60645,Alef [Illyustrirovannoe podarochnoe],Khorkhe Luis Borkhes,7.06,12
60646,Pedofil (Lolita) [Illyustrirovannoe podarochnoe],Vladimir Nabokov,8.44,80
60647,Zashchita Luzhina [Illyustrirovannoe podarochnoe],Vladimir Nabokov,7.41,5
60648,Priglashenie na kazn [Illyustrirovannoe podarochnoe],Vladimir Nabokov,7.23,88
60649,"Khobbit, ili Tuda i obratno [Illyustrirovannoe podarochnoe]",Dzh. R. R. Tolkin,7.75,29
60650,Vlastelin kolets: Bratstvo Koltsa [Illyustrirovannoe podarochnoe],Dzh. R. R. Tolkin,10.68,99
60651,Vlastelin kolets: Dve kreposti [Illyustrirovannoe podarochnoe],Dzh. R. R. Tolkin,10.68,20
60652,Vlastelin kolets: Vozvrashchenie korolya [Illyustrirovannoe podarochnoe],Dzh. R. R. Tolkin,11.19,89
60653,Silmarillion [Illyustrirovannoe podarochnoe],Dzh. R. R. Tolkin,9.99,31
60654,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Illyustrirovannoe podarochnoe]",K. S. Lyuis,6.72,15
60655,Dyuna [Illyustrirovannoe podarochnoe],Frenk Gerbert,11.71,74
60656,Messiya Dyuny [Illyustrirovannoe podarochnoe],Frenk Gerbert,8.96,58
60657,Deti Dyuny [Illyustrirovannoe podarochnoe],Frenk Gerbert,9.47,51
60658,Osnovanie [Illyustrirovannoe podarochnoe],Ayzek Azimov,8.27,60
60659,"Ya, Robot [Illyustrirovannoe podarochnoe]",Ayzek Azimov,7.23,7
60660,Solyaris [Illyustrirovannoe podarochnoe],Stanislav Lem,7.41,20
60661,Nepobedimyy [Illyustrirovannoe podarochnoe],Stanislav Lem,7.06,46
60662,Piknik na obochine [Illyustrirovannoe podarochnoe],Arkadiy i Boris Strugatskie,7.23,39
60663,Trudno byt bogom [Illyustrirovannoe podarochnoe],Arkadiy i Boris Strugatskie,6.72,48
60664,Ponedelnik nachinaetsya v subbotu [Illyustrirovannoe podarochnoe],Arkadiy i Boris Strugatskie,7.06,12
60665,Obitaemyy ostrov [Illyustrirovannoe podarochnoe],Arkadiy i Boris Strugatskie,7.92,52
60666,Avtostopom po galaktike [Illyustrirovannoe podarochnoe],Duglas Adams,6.54,65
60667,Neyromant [Illyustrirovannoe podarochnoe],Uilyam Gibson,7.75,32
60668,Mechtayut li androidy ob elektroovtsakh? [Illyustrirovannoe podarochnoe],Filip K. Dik,7.23,37
60669,Chelovek v vysokom zamke [Illyustrirovannoe podarochnoe],Filip K. Dik,7.58,35
60670,Garri Potter i filosofskiy kamen [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,9.47,48
60671,Garri Potter i Taynaya komnata [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,9.64,75
60672,Garri Potter i uznik Azkabana [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,9.99,53
60673,Garri Potter i Kubok ognya [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,11.88,36
60674,Garri Potter i Orden Feniksa [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,12.92,46
